title,openTypeList,detail
药用植物菟丝子为害藜,农学##植物病,药用植物菟丝子为害藜，症状为菟丝子缠绕茎或回旋缠绕其地上部，将吸器伸入寄主茎或叶柄组织内，吸收水分和养分，致寄主叶片变黄凋萎。 菟丝子种子可混杂在寄主种子内及随有机肥在土壤中越冬，其种壳坚硬，经1—3年才发芽。在田间可沿畦埂池边蔓延，遇合适寄主即缠茎寄生为害。
药用植物凤仙花白粉病,农学##植物病,药用植物凤仙花白粉病，为害茎、叶、花和果实。主要为害叶片。初在叶片两面产生圆形白色粉状斑，严重时粉状斑融合成片，致整个叶片被满白色粉状物，后期在粉斑中产生黑色小粒点，即病原菌闭囊壳。病菌以闭囊壳在病残枯枝叶中越冬，翌年夏季产生子囊孢子，成熟后随风雨飞散传播，侵染叶片。
药用植物菊花根癌病,农学##植物病,疾病名称/药用植物菊花根癌病 编辑 			 		       药用植物菊花根癌病  药用植物菊花根癌病    基本概况/药用植物菊花根癌病 编辑 			 		       菊花根癌病主要发生在植株根颈处或侧根及枝干上，病部产生大小不等的肿瘤，初期肿瘤为灰褐色，表面光滑，质地不硬，后变为棕褐色，表皮粗糙或龟裂变硬，致地上部失绿或变黄，叶小且早落，病株生长缓慢或枯死。    病因原理/药用植物菊花根癌病 编辑 			 		       Agrobacterium tumefaciens (E.F．Smith et Townsend)conn． 称癌肿野杆菌或根癌土壤杆菌，属细菌。细菌短杆状，单生或成对生长，大小1．2—3×0．4一0．8(μm)，具1—5根周生鞭毛，革兰氏染色阴性，能形成荚膜，无芽孢；在肉汁胨琼脂培养基上生长迅速，菌落白色，圆形，边缘整齐，光亮半透明。在液体培养基上呈淡云状混浊，表面有一层薄膜。生理生化表现：不液化明胶；凝固牛乳但不胨化；还原石蕊牛乳变蓝；对硝酸盐轻微还原；在葡萄糖、果糖、阿拉伯糖、半乳糖、甘露醇、水杨苦酸上微产酸，但不产气；不水解淀粉。细菌生长温限O一37℃，适温25—30℃，致死温度51℃经10分钟。细菌耐酸碱范围pH5．7—9．2，最适pH7．3。     发病条件/药用植物菊花根癌病 编辑 			 		       根癌细菌在肿瘤组织皮层内或混入土中越冬。细菌可在土壤中存活一年以上，通过雨水和灌溉水传播。此外，地下害虫，如蛴螬、蝼蛄和线虫也能传播细菌。细菌通过虫伤、机械伤及其他根病引起的损伤侵入。侵入后只定植于皮层组织，在寄生过程中分泌B—吲跺乙酸刺激周围细胞加速分裂，体积增大形成癌肿。寄主细胞变成癌瘤后，没有病菌仍能继续扩展。温湿度是根癌细菌侵染的主要条件，病菌侵染与发病随土壤湿度升高而增加，反之则减轻。癌瘤与温度关系密切，28℃时癌瘤长得快且大，高于3l一32℃不形成，低于26℃形成慢且小。碱性土壤利于发病，酸性土壤对发病不利，pH6．2—8尚能保持病菌致病力，pH6以下发病轻或不发病。土壤粘重，排水不良发病重；土质疏松、排水良好的砂质土发病轻。耕作不慎或地下害虫为害，造成伤口，均利于病菌侵入，增加发病机会。苗木带菌是远距离传播的主要途径。     防治方法/药用植物菊花根癌病 编辑 			 		        (1)严格检疫，对怀疑有病的苗木用72％农用硫酸链霉素1500倍液浸泡半小时或1％的96％硫酸铜浸泡5分钟，冲净后定植。         (2)重病区实行2年以上轮作。         (3)培育和利用抗病品种。         (4)加强田间管理，细心栽培，避免各种伤口，发现重病株要及时拔除，轻病株可用抗菌剂402对水300一400倍液浇灌或把瘤切掉用72％农用硫酸链霉素可溶性粉剂3000倍液涂抹，有一定治疗效果。必要时用甲冰碘液，即用甲醇50份、冰醋酸25份、碘片12份混合均匀涂在癌瘤表面及周围3cm处，可杀死肿瘤表层细菌。         (5)生物防治。国外有报道，在发生癌肿病植株根部分离到一种无致病力的放射野杆菌(Agrobacterium radiobacter)K84株系能放射野杆菌素84(agrocin84)，一种核苷酸杆菌素，能有效抑制癌肿组织形成，利用K84制剂浸种或浸根等处理，对癌肿病有很好的防治效果。
药用植物白扁豆锈病,农学##植物病##科学##自然科学,药用植物白扁豆锈病主要为害叶片、叶柄、茎及荚，严重的致叶片干枯早落，影响产量，南方一些地区春植常较秋植发病重。
药用植物龙葵轮纹病,农学##植物病##科学##自然科学,药用植物龙葵轮纹病，主要为害叶片。叶上病斑大小4—10mm，近圆形，病斑上轮纹明显。初期多为褐色，后期变为灰色，其上长出黑色小点，即病菌分虫孢子器。以分生孢子器在病残体上越冬，翌春条件适宜时，分生孢子借气流传播。内蒙古8—9月发生。
药用植物药菊花斑枯病,农学##植物病##科学##自然科学,疾病名称:药用植物药菊花斑枯病 药用植物药菊花斑枯病  基本症状/药用植物药菊花斑枯病 编辑 			 		又称黑斑病、褐斑病。主要为害叶片，初于下部叶片上出现褐色小斑点，后扩展成黑褐色圆形或近圆形至不规则形斑，大小5一l0mm，外部有一不明显黄色晕圈。后期病斑边缘呈黑褐色，中央稍褪色，湿度大时出现不大明显的小黑点，即病菌分生孢子器。严重时病斑融合成片，致整个叶片变黄干枯或变黑脱落，有的病叶卷成筒状。  病因原理/药用植物药菊花斑枯病 编辑 			 		Septoria chrysanthemella Sacc. 称菊壳针孢和S.obesa Syd.称菊粗状壳针孢，均属半知菌亚门真菌。菊壳针孢分生孢子器球形至亚球形，大小51—78μm，褐色或黑褐色，器壁膜质，孔口直径12—17μm；分生孢子针状或丝状，无色，具3—6个隔膜，大小23—43×1．1一1．8(μm)。菊粗状壳针孢分生孢子器直径66—160μm，分生孢子长44—108μm，较菊壳针孢大。菊壳针孢在PDA培养基上生长缓慢，菌落黑褐色半球状，致密。在燕麦培养基上生长较好，菌落直径大，培养63天达13mm，产孢也多。20～24℃产孢所需时间为16天，12℃及28℃分别为37天和21天；分生孢子在清水中不发芽或发芽率很低。分生孢子萌发温限12—32℃，萌发适温26—28℃，55℃经10分钟致死。分生孢子萌发需有水滴或水膜及充足的氧气，否则即使相对湿度接近饱和也不萌发。适应酸碱度范围为pH3—11，其中以pH5—7最适。  发病条件/药用植物药菊花斑枯病 编辑 			 		病菌在病残体上越冬，翌春条件适宜时，病菌借风雨传播，经20一30天潜育发病后又产生分生孢子进行再侵染。高温多雨条件易发病，华南5一10月气候温暖潮湿易发病，北方8—9月发病重。此外，连作、栽植过密及老根留种的花圃发病重.  防治方法/药用植物药菊花斑枯病 编辑 			 		(1)选用抗病品种。 (2)发病期要加强管理。浇水适量，选晴天上午浇水，阴天不浇或少浇。 (3)施用酵素菌沤制的堆肥，避免偏施过施氮肥。(4)栽植密度适当，及时清沟排渍，要通风透光，及时剪除病叶深埋或烧毁。(5)发病初期开始喷洒30％碱式硫酸铜悬浮剂400倍液或1：1：100倍式波尔多液、80％敌菌丹可湿性粉剂500倍液、50％甲基硫菌灵悬浮剂800倍液、75％百菌清可湿性粉剂600倍液、50％苯菌灵可湿性料剂l500倍液，隔10—15天1次，老龄植株或转入生殖生长的隔7—10天1次，视病情防治3—5次。
药用植物曼陀罗黄萎病,农学##植物病##科学##自然科学,药用植物曼陀罗黄萎病，症状有染病株叶片侧脉间黄，维管束呈暗褐色。发病重的不能结果。病因是由黑白轮枝菌引起的。
药用植物薄荷锈病,农学##植物病##科学##自然科学,药用植物薄荷锈病，主要为害叶片和茎，是一种植物病。
药用植物万寿菊花腐病,农学##植物病##科学##自然科学,疾病名称:药用植物万寿菊花腐病 药用植物万寿菊花腐病  基本概况/药用植物万寿菊花腐病 编辑 			 		万寿菊 学名 Tagetes erecta L.别名蜂窝菊、臭菊花、臭芙蓉。属菊科一年生草本植物。以花和根入药。有清热解毒，化痰止咳，解毒消肿之功能。全国均有栽培。彩版199·1587 症状 主要为害花，茎、叶也有发生。花染病始于花瓣基部，初花瓣成褐色，逐渐凋萎，致花瓣伸展缓慢，花成畸形。随病情扩展，所有花瓣染病，花蕾腐烂，致花枯死。茎叶染病使叶片、叶柄形成褐色圆形至椭圆形病斑，后扩展成不规则形。老病斑上可产生黑色子囊壳或分生孢子器。  病因原理/药用植物万寿菊花腐病 编辑 			 		Ascochyta chrysanthemi F．L．Stev．称菊花壳二孢，属半知菌亚门真菌。分生孢子器少，半球形，褐色，初埋生，很快暴露，单个或分散，大小100一200μm，有颈，孔口小。分生孢子长方形，直或不规则，大小10—20×3—6．2(μm)，顶端钝，隔膜处常不清楚，不缢缩。有性态Mycosphaerella ligulicola K. F．Baker。  发病条件/药用植物万寿菊花腐病 编辑 			 		病菌主要以分生孢子器或菌丝潜存于病株或病残组织上越冬，成为翌年初侵染源。分生孢子主要靠雨水溅射传播。该菌对水湿条件要求较高，因此气温高多雨、湿度大易发病。   防治方法/药用植物万寿菊花腐病 编辑 			 		(1)开花后发现病花及时摘除，集中深埋或烧毁。(2)开花后开始喷洒64％杀毒矾可湿性粉剂400一500倍液或25％苯菌灵乳油800倍液、75％百菌清可湿性粉剂600倍液，隔l0天左右1次，防治3—4次。
药用植物女贞叶斑病,农学##植物病##科学##自然科学,疾病名称：药用植物女贞叶斑病 药用植物女贞叶斑病  基本概况/药用植物女贞叶斑病 编辑 			 		女贞 学名 Ligustrum lucidum Ait．别名桢木、冬青、蜡树等。属木犀科大灌木。以果实入药。具滋补肝肾、乌发明日之功效。东北、华北、华中各省及长江以南大都有种植。  基本症状/药用植物女贞叶斑病 编辑 			 		主要为害叶片，叶上病斑圆形至近圆形，大小2—6mm，中央浅褐色，四周边缘色深，病斑上有时生少量褐色小点，即病原菌的分生孢子器。  病因原理/药用植物女贞叶斑病 编辑 			 		Phyl10sticta ligustri Sacc．称女贞叶点霉，属半知菌亚门真菌。分生孢子器生在叶面，初埋生，散生或聚生，后突破表皮露出，呈凸镜状，大小72—88μm。分生孢子近矩圆形，单胞无色，内含油球2个，大小5—7×2．5—3(μm)。  发病条件/药用植物女贞叶斑病 编辑 			 		病菌以分生孢子器在病叶上越夏或越冬，翌春条件适宜时产生分生孢子进行初侵染和再侵染。多雨或湿度大利其发病。   防治方法/药用植物女贞叶斑病 编辑 			 		发病前喷洒75％百菌清可湿性粉剂700倍液或1：1：160倍式波尔多液、30％绿得保悬浮剂400倍液。
药用植物菊花花叶病毒病,农学##植物病##科学##自然科学,药用植物菊花花叶病毒病是由于菊花B病毒引起的，它属病毒。病毒粒体线条状，长690×12(μm)，致死温度60一65℃，体外存活期1—6天，稀释限点100一1000倍，系统侵染的植物有菊、野菊、瓜叶菊、花环菊等。
药用植物酸模白霉病,农学##植物病,药用植物酸模白霉病，Erysiphe pisi DC.称豌豆白粉菌，属半知菌亚门真菌。
药用植物北沙参黑斑病,农学##植物病,"疾病名称/药用植物北沙参黑斑病 编辑 			 		       药用植物北沙参黑斑病  药用植物北沙参黑斑病    基本概况/药用植物北沙参黑斑病 编辑 			 		       北沙参 学名 Glehnia littoralis Fr. Schmidt ex Miq.异名Phel10pterus littoralis Benth.别名珊瑚菜，为伞形科植物，以根入药。有养阴清肺、镇咳去痰之功效。分布在山东、河北、辽宁等省。    基本症状/药用植物北沙参黑斑病 编辑 			 		        叶片上病斑圆形，褐色，直径3—6mm，上生黑色霉状物，即病原菌的子实体。该病一般在4—5月发生。    病因原理/药用植物北沙参黑斑病 编辑 			 		        Alternaria petroselini (Neergaard) Simmons,属半知菌亚门真菌。分生孢子梗单生或2一3根簇生，淡榄褐色，60一80×6一8（μm）；分生孢子孔出，单生，宽椭圆形，倒棍棒形，黄褐色，表面光滑，2一9个横隔膜，2一8个纵隔膜，隔膜处缢缩，孢身35一105×18一3（μm），嘴喙较短，宽6一9μm。     发病条件/药用植物北沙参黑斑病 编辑 			 		       病菌以菌丝或分生孢子在病叶上存活，是全年发病的初侵染源。此外，带病的种子的胚叶组织内也有菌丝潜伏，借种子发芽时侵入根部。该病发病适温 25℃，最高40℃，最低15℃。     防治方法/药用植物北沙参黑斑病 编辑 			 		        (1)大面积轮作，收获后及时翻晒土地，清洁田园，减少田间菌源。(2)加强管理，提高寄主抗病力。(3)种子消毒。用种子重量0．3％的50％福美双可湿性粉剂或75％百菌清可湿性粉剂、50%扑海因可湿性粉剂拌种。(4)药剂防治。对交链孢菌引致的黑斑病有效的杀菌剂有：75％百菌清可湿性粉剂500一600倍液，50％扑海因可湿性粉剂1000倍液，50％速克灵可湿性粉剂1500倍液，58％甲霜灵·锰锌可湿性粉剂500倍液，64％杀毒矾可湿性粉剂500倍液。"
药用植物三七镰刀菌根腐病,农学##植物病,药用植物三七镰刀菌根腐病，又称烂根病、鸡屎烂、臭七等。该病在一年生至三、四年生的三七上都能发生，但主要为害一、二年生三七。该病发生还与运输苗木过程中失水过多或受热有关。田间土质过粘，植株生长不良，造成根组织抗病力不强易发病，生产上偏施氮肥发病重。
药用植物芦笋茎腐病,农学##植物病,疾病名称/药用植物芦笋茎腐病 编辑 			 		       药用植物芦笋茎腐病    药用植物芦笋茎腐病  基本概况/药用植物芦笋茎腐病 编辑 			 		        症状 主要为害幼笋。幼笋出土即受害，初在茎表出现水浸状斑，逐渐扩大，后侵入茎秆，致茎部组织腐烂，崩解。由于水分运输受抑，地上部呈枯萎状。湿度大的可在茎表组织现白色菌丝，即病菌的菌丝体。该病有日趋严重之势，生产上应予注意。    病因原理/药用植物芦笋茎腐病 编辑 			 		        Pythium sp.称一种腐霉，属鞭毛菌亚门真菌，病菌形态特征、传播途径和发病条件参见蕹菜猝倒病。平均气温22—28℃，雨季或连阴天多，湿度大易发病。    防治方法/药用植物芦笋茎腐病 编辑 			 		       (1)提倡施用日本酵素菌沤制的堆肥或腐熟有机肥。(2)采用高畦或起垄栽培，不宜过密。(3)加强田间管理，雨后及时排水，降低土壤湿度。(4)及时挖除病笋，集中深埋或烧毁，减少菌源。(5)采用滴灌或膜下灌溉，严防大水漫灌。(6)发病初期结合防治茎枯病可喷洒或浇灌70％乙膦·锰锌可湿性粉剂500倍液或64％杀毒矾可湿性粉剂500倍液、72％杜邦克露或克霜氰、霜脲锰锌(克抗灵)可湿性粉剂800—1000倍液、69％安克锰锌可湿性粉剂1000倍液。采收前3天停止用药。
药用植物量天尺枯萎腐烂病,农学##植物病##科学##自然科学,药用植物量天尺枯萎腐烂病，以菌丝体和厚垣孢子在患部组织或遗落土中的病残体上越冬，翌年产生分生孢子，借雨水溅射传播，从伤口侵入致病，病部上不断产生分生孢子进行再侵染。主要为害茎部。
药用植物北沙参黄化病,农学##植物病,疾病名称/药用植物北沙参黄化病 编辑 			 		       药用植物北沙参黄化病  药用植物北沙参黄化病    基本症状/药用植物北沙参黄化病 编辑 			 		        先从新叶开始，叶色变黄白，但叶脉仍保持绿色。生长旺盛阶段，症状尤为明显。      病因原理/药用植物北沙参黄化病 编辑 			 		       缺铁。系生理缺素引起。生长期水分过多或土壤含盐量过高，影响铁的吸收利用。此外地下害虫多，根冠受害影响养分吸收也会诱发黄化病。     防治方法/药用植物北沙参黄化病 编辑 			 		       (1)施足腐熟有机肥，提倡施用酵素菌沤制的堆肥。(2)发病初期叶面喷施1％硫酸亚铁溶液，隔3—5天再喷一次，黄化现象即可消除。
药用植物珍珠梅褐斑病,农学##植物病,疾病名称/药用植物珍珠梅褐斑病 编辑 			 		　　药用植物珍珠梅褐斑病  药用植物珍珠梅褐斑病    基本概况/药用植物珍珠梅褐斑病 编辑 			 		　　珍珠梅 学名 Sorbaria sorbifolia (L.) A.Brown 别名山高粱、八木条。属蔷薇科落叶灌木。以茎、枝条和果穗入药。具活血散瘀、消肿止痛之功效。分布在东北、华北、内蒙古及陕西等地。     基本症状/药用植物珍珠梅褐斑病 编辑 			 		　　主要为害叶片，初在叶面上散生褐色圆形至不规则形病斑，边缘色深，与健组织分界明显，后期在叶片背面着生暗褐色至黑褐色稀疏的小霉点，即病原菌子实体。     病因原理/药用植物珍珠梅褐斑病 编辑 			 		　　Cercosporidiμm gotoanμm (Togashi)称珍珠梅短胖孢，属半知菌亚门真菌。梗座生在表皮下，球形，大小22—63μm，暗褐色。分生孢子梗紧密簇生，暗青褐色至黑褐色，宽度不等，不分枝，直立或略弯，孢梗壁一侧加厚且内弯，孢痕疤明显且厚，宽1．9—2．5μm，座落在圆锥平截至近平截顶部或平贴在孢梗壁上，大小19—144×3—5．7(μm)。分生孢子青褐色，倒棍棒形至圆柱形，直立或稍曲，顶部尖细或钝圆，大小25．8—90×4—7(μm)。     发病条件/药用植物珍珠梅褐斑病 编辑 			 		　　病菌以菌丝体或分生孢子在受害叶上越冬，翌年产生分生孢子借风雨传播到邻近植株上，一般在树势衰弱或通风不良时易发病。     防治方法/药用植物珍珠梅褐斑病 编辑 			 		　　(1)加强管理，提高抗病力。(2)秋末初冬收集病叶集中烧毁，以减少翌年菌源。(3)7—9月喷洒65％代森锌可湿性粉剂600倍液或70％代森锰锌可湿性粉剂500倍液、25％苯菌灵乳12％绿乳铜乳油600倍液
药用植物牡丹疫病,农学##植物病,主要为害茎、叶、芽。茎部染病初生长条形水渍状溃疡斑，后变为长达数厘米的黑色斑，病斑中央黑色，向边缘颜色渐浅。近地面幼茎染病，整个枝条变黑枯死。
药用植物臭椿白粉病,农学##植物病,药用植物臭椿白粉病，主要为害叶片，该菌主要生在叶背，偶尔生在叶面，引致叶片早落。病菌以闭囊壳在落叶或病梢上越冬，翌春条件适宜时，弹射出子囊孢子，借气流传播，病菌孢子由气孔侵入，进行初侵染，在臭椿生长季节可进行多次再侵染。
药用植物菊花锈病,农学##植物病##科学##自然科学,疾病名称：药用植物菊花锈病  药用植物菊花锈病  基本症状/药用植物菊花锈病 编辑 			 		主要为害叶片和茎。初在叶片上现浅黄色小斑点，叶背对应处也生出小褪绿斑，后产生稍隆起的疱状物，疱状物破裂后，散出大量黄褐色粉状物，即病菌孢子。菊花染病后生长十分衰弱，不开花或大量落花。叶片上病斑多的，叶缘上卷。  病因原理/药用植物菊花锈病 编辑 			 		Puccinia chrysanthemiRoze称菊柄锈和Puccinia horiana P.Henn称堀柄锈及Phakopsora artemisiae Hirat.称篙层锈菌，均属担子菌亚门真菌。Puccinia chrysanthemi夏孢子堆褐色，多生于叶背，少数生在茎上，大小l一2mm；夏孢子黄褐色，球形至椭圆形，具刺，大小30—37×25—32(μm)，具3个芽孔，上生突起。冬孢子堆生在叶背或叶柄和茎上，大小l一2mm，深褐色或黑色；冬孢子栗褐色，倒卵形至椭圆形，大小38—55×23—32(μm)。P.horiana冬孢子堆黄褐色叶背生，大小2—5mm；冬孢子黄褐色，长椭圆形至纺锤形或棍棒状，大小30一52×11—17(μm)，分隔处稍缢缩，基部狭窄，平滑，柄浅黄或无色，柄长50μm，不脱落。Phakopsora artemisiae夏孢子堆多生在叶面表皮下，后期才开裂；侧丝棍棒形，直或弯，无色至．近无色，长38—41．5μm；夏孢子浅黄色，卵形至椭圆形，具短刺，芽孔不明显。   发病条件/药用植物菊花锈病 编辑 			 		锈菌潜伏在新芽中越冬，随菊苗传播蔓延。露地栽培的菊花在秋末多雨的条件下易发病。品种间对堀柄锈抗性有差异。  防治方法/药用植物菊花锈病 编辑 			 		(1)选用桃金山、舞姬等抗病力强的品种。(2)加强栽培管理，及时清除病叶和病残体，集中深埋或烧毁；采用配方施肥技术，施用充分腐熟有机肥，切忌连作，保持通风透光。(3)发病初期开始喷洒l5％三唑酮可湿性粉剂1000倍液或20％三唑酮乳油1500倍液、25％敌力脱乳油3000倍液、40％杜邦新星乳油9000—10000倍。采收前7天停止用药。
药用植物三七根结线虫病,农学##植物病,疾病名称/药用植物三七根结线虫病 编辑 			 		 药用植物三七根结线虫病药用植物三七根结线虫病  基本概况/药用植物三七根结线虫病 编辑 			 		 　　症状 三七根部被线虫侵入后，根部的细胞受到线虫刺激后，产生大小不等的瘤结状虫瘦，主根或侧根均可产生畸变后而形成瘤，小的1—2mm，大的可使整个根系变成1个瘤状物，染病时间较长以后，植株的枝叶变黄或脱落。  病因原理/药用植物三七根结线虫病 编辑 			 		 Me10idogyne incognita (Kofoid et White)Chitwood称南方根结线虫。病原线虫雌雄异形，幼虫呈细长蠕虫状。雄成虫线状，尾端稍圆，无色透明，大小1．0一1．5×0．03一0．04(mm)。雌成虫梨形，每头雌线虫可产卵300一800粒，雌虫多埋藏于寄主组织内，大小0．44一1．59×0．26—0．81(mm)。
药用植物白芍轮斑病,农学##植物病,疾病名称/药用植物白芍轮斑病 编辑 			 		 　　药用植物白芍轮斑病药用植物白芍轮斑病  基本概况/药用植物白芍轮斑病 编辑 			 		 　　白芍 学名 Paeonia lactif1ora Pall.别名芍药。属毛莨科多年生草本，以根入药。有养血调经、柔肝止痛之功效。主产于浙江、四川、安徽、山东、河南、贵州、云南，东北、华北、西北也有分布。  基本症状/药用植物白芍轮斑病 编辑 			 		 　　主要为害叶片。初发病时叶片上病斑圆形或近圆形，直径4一l0mm，数量多，淡褐色至灰白色，边缘褐色，老病斑有明显的同心轮纹，病斑中央生灰黑色霉状物，即病菌的子实体。  病因原理/药用植物白芍轮斑病 编辑 			 		 Pseudocercospora variicola (Wint.)Guo et Liu 称黑座假尾孢，属半知菌亚门真菌。异名Cercospora paeoniae Tehon et Daniels。子实体叶两面生。子座球形，黑褐色至黑色，直径25—58μm。分生孢子梗淡榄褐色至淡黑色，密集，l0一25根簇生，0一2个隔膜，先端往往较尖，罕见膝状节，顶端圆锥形，孢痕小，不明显，直一径约1一1．2μm，大小44—115×3—4(μm)，产孢细胞合轴生。分生孢子倒棒形至圆筒形，无色至淡榄色，明显弯曲，多隔，2—8个隔膜，以3个隔膜居多，基部常呈圆锥形，先端钝尖，大小为23—64×2．0一2．6(μm)。  防治方法/药用植物白芍轮斑病 编辑 			 		 (1)秋季和早春彻底清除留在芍药园地面的病残落叶，剪除茎基部病残枝，同时注意清除分株后残留的肉质根，集中烧毁或深埋。(2)适当密植；雨后及时排水，防止湿气滞留，可有效地预防该病流行。(3)发病前或发病初期喷洒50％多菌灵可湿性粉剂800倍液或70％甲基托布津可湿性粉剂10oo倍液、70％代森锰锌可湿性粉剂500倍液、25％苯菌灵乳油800倍液、12％绿乳铜乳油600倍液。
药用植物太子参花叶病,农学##植物病,疾病名称/药用植物太子参花叶病 编辑 			 		　　药用植物太子参花叶病     基本概况/药用植物太子参花叶病 编辑 			 		　　太子参 学名 Pseudostellaria heterophylla (Mig.) Pax ex Pax et Hoffm 别名孩儿参。属石竹科宿根草本药用植物。以块根入药。有补肺气、健脾胃、生律液等功效。分布在山东、江苏、安徽等省。     基本症状/药用植物太子参花叶病 编辑 			 		　　病株矮小，叶上出现斑驳花叶，叶片皱缩，块根小，根数明显减少。太子参产区5月症状明显。     病因原理/药用植物太子参花叶病 编辑 			 		　　已知毒原种类有：TMV称烟草花叶病毒的一个株系，病毒粒体杆状，长约300nm；TμmV称芜菁花叶病毒，属马铃薯Y病毒组，病毒粒体线状，长680 一780nm，病叶细胞内有风轮状内含体；CMV称黄瓜花叶病毒，属黄瓜花叶病毒组。病毒粒体球状，直径约30nm；BBWV称蚕豆萎蔫病毒。病毒粒体球状，大小25nm，在病叶细胞内有晶格状内含体。     发病条件/药用植物太子参花叶病 编辑 			 		　　该病毒靠带毒的太子参种根为繁殖材料或由带毒的蚜虫传毒，引起发病，扩大为害。太子参生育期蚜虫发生量大及管理粗放发病重。     防治方法/药用植物太子参花叶病 编辑 			 		　　(1)利用茎尖脱毒，进行热处理，培育无毒种苗。(2)种子经0℃低温处理40一60天后播种，培育无毒实生苗。(3)及时防虫 确保种苗不带毒。
药用植物芦竹锈病,农学##植物病,疾病名称/药用植物芦竹锈病 编辑 			 		 药用植物芦竹锈病药用植物芦竹锈病  基本概况/药用植物芦竹锈病 编辑 			 		 芦竹 学名 Arundo donax L.别名芦荻竹、芦竹笋、芦竹根、楼梯秆等。属禾本科多年生粗状草本植物。以根状茎及嫩笋芽入药。具清热泻火之功效。分布在华东、西南、华南一带。  基本症状/药用植物芦竹锈病 编辑 			 		　　主要为害叶片，在叶上生有铁锈色至褪黄色隆起圆形斑，即夏孢子堆和冬孢子堆。发病初期产生泡状斑点，被寄主表皮覆盖，后表皮破裂，散出黄褐色粉状夏孢子。叶片上夏孢子多的，叶片逐渐变黄。叶背面集生杯状黄色锈孢子器。  病因原理/药用植物芦竹锈病 编辑 			 		Aecidiμm dispori Diet.称万寿竹锈孢锈菌，属担子菌亚门真菌。该菌可侵染玉竹、万寿竹、黄精等。  发病条件/药用植物芦竹锈病 编辑 			 		转主寄生，但生活史不详。春季温暖潮湿易发病。
药用植物苎麻炭疽病,农学##植物病,疾病名称/药用植物苎麻炭疽病 编辑 			 		 药用植物苎麻炭疽病药用植物苎麻炭疽病  基本概况/药用植物苎麻炭疽病 编辑 			 		 　　苎麻 学名 BBoehmeria nivea (L.) Gaud．别名家芝麻、白麻、圆麻。属等麻科半灌木。以根、叶入药。具清热利尿、凉血安胎、止血解毒之功效。分布在陕西、山东、江苏、浙江、江西、福建、河南、四川、贵州、云南、广东、广西等省。  病因原理/药用植物苎麻炭疽病 编辑 			 		 Colletotrichμm magnoliae Camara称木兰刺盘孢，属半知菌亚门真菌。分生孢子盘初埋生，后突破表皮，枕状，黑褐色，大小98—336μm。少量刚毛散生在分生孢子盘中，有隔膜1—4个，大小28—80×3．5—6(μm)。分生孢子梗圆筒形，无色，无隔，大小7—2l×3—5．9(μm)。分生孢子圆柱形，单胞无色，两端较圆，大小8—18×3—6(μm)。其有性态为围小丛壳，属子囊菌亚门真菌。  发病条件/药用植物苎麻炭疽病 编辑 			 		 该菌菌丝可在白兰花、含笑、广玉兰、白玉兰等多种木兰类植物病组织中越冬。翌春产生分生孢子，借风雨传播。高温多雨通风不良易发病。南方6—9月进入发病高峰期，10月后病情停滞下来。
药用植物三七叶腐病,农学##植物病,该病能为害除根部以外的所有地上部器官。最典型的症状是引起叶柄顶部产生黑色梭形病斑，温度高时迅速绕叶柄一周、并且很快向小叶基部扩展，形成叶上淡黑色水浸状病斑，边缘不整齐。叶柄的病部很快变软，造成上部小叶下垂(俗称“扭下盘”)。在病部常可见淡黄色带粉红色霉状物，即病菌的子实体。
药用植物西洋参疫病,农学##植物病,药用植物西洋参疫病，主要为害叶片、叶柄和参根。叶片、叶柄染病初呈水渍状暗绿色，似水烫过，扩展后病部变为黑绿色，软化下垂，湿度大时，生出黄白色霉层；根部染病呈黄褐色软腐状，根皮易剥离，参肉变成黄褐色，病部现深黄褐色花纹，散发出一种腥臭味；后期参根外部长有白色菌丝，与土块粘附在一起，即根腐型。
